,dataset,prefix,sampling,encoding,classifier,train_type,status
310,BPI11/f3/0-40_80-100,50,all_in_one,complex,SGDClassifier,traditional,OK
311,BPI11/f3/0-60_80-100,50,all_in_one,complex,SGDClassifier,traditional,OK
312,BPI11/f3/0-80_80-100,50,all_in_one,complex,SGDClassifier,traditional,OK
313,BPI11/f3/40-60_80-100,50,all_in_one,complex,SGDClassifier,incremental,OK
314,BPI11/f3/60-80_80-100,50,all_in_one,complex,SGDClassifier,incremental,OK
315,BPI11/f3/0-40_80-100,50,all_in_one,simpleIndex,SGDClassifier,traditional,OK
316,BPI11/f3/0-60_80-100,50,all_in_one,simpleIndex,SGDClassifier,traditional,OK
317,BPI11/f3/0-80_80-100,50,all_in_one,simpleIndex,SGDClassifier,traditional,OK
318,BPI11/f3/40-60_80-100,50,all_in_one,simpleIndex,SGDClassifier,incremental,OK
319,BPI11/f3/60-80_80-100,50,all_in_one,simpleIndex,SGDClassifier,incremental,OK
320,BPI11/f3/0-40_80-100,50,all_in_one,complex,perceptron,traditional,OK
321,BPI11/f3/0-60_80-100,50,all_in_one,complex,perceptron,traditional,OK
322,BPI11/f3/0-80_80-100,50,all_in_one,complex,perceptron,traditional,OK
323,BPI11/f3/40-60_80-100,50,all_in_one,complex,perceptron,incremental,OK
324,BPI11/f3/60-80_80-100,50,all_in_one,complex,perceptron,incremental,OK
325,BPI11/f3/0-40_80-100,50,all_in_one,simpleIndex,perceptron,traditional,OK
326,BPI11/f3/0-60_80-100,50,all_in_one,simpleIndex,perceptron,traditional,OK
327,BPI11/f3/0-80_80-100,50,all_in_one,simpleIndex,perceptron,traditional,OK
328,BPI11/f3/40-60_80-100,50,all_in_one,simpleIndex,perceptron,incremental,OK
329,BPI11/f3/60-80_80-100,50,all_in_one,simpleIndex,perceptron,incremental,OK
330,BPI11/f3/0-40_80-100,70,all_in_one,complex,multinomialNB,traditional,OK
331,BPI11/f3/0-60_80-100,70,all_in_one,complex,multinomialNB,traditional,OK
332,BPI11/f3/0-80_80-100,70,all_in_one,complex,multinomialNB,traditional,OK
333,BPI11/f3/40-60_80-100,70,all_in_one,complex,multinomialNB,incremental,OK
334,BPI11/f3/60-80_80-100,70,all_in_one,complex,multinomialNB,incremental,OK
335,BPI11/f3/0-40_80-100,70,all_in_one,simpleIndex,multinomialNB,traditional,OK
336,BPI11/f3/0-60_80-100,70,all_in_one,simpleIndex,multinomialNB,traditional,OK
337,BPI11/f3/0-80_80-100,70,all_in_one,simpleIndex,multinomialNB,traditional,OK
338,BPI11/f3/40-60_80-100,70,all_in_one,simpleIndex,multinomialNB,incremental,OK
339,BPI11/f3/60-80_80-100,70,all_in_one,simpleIndex,multinomialNB,incremental,OK
340,BPI11/f3/0-40_80-100,70,all_in_one,complex,SGDClassifier,traditional,OK
341,BPI11/f3/0-60_80-100,70,all_in_one,complex,SGDClassifier,traditional,OK
342,BPI11/f3/0-80_80-100,70,all_in_one,complex,SGDClassifier,traditional,OK
343,BPI11/f3/40-60_80-100,70,all_in_one,complex,SGDClassifier,incremental,OK
344,BPI11/f3/60-80_80-100,70,all_in_one,complex,SGDClassifier,incremental,OK
345,BPI11/f3/0-40_80-100,70,all_in_one,simpleIndex,SGDClassifier,traditional,OK
346,BPI11/f3/0-60_80-100,70,all_in_one,simpleIndex,SGDClassifier,traditional,OK
347,BPI11/f3/0-80_80-100,70,all_in_one,simpleIndex,SGDClassifier,traditional,OK
348,BPI11/f3/40-60_80-100,70,all_in_one,simpleIndex,SGDClassifier,incremental,OK
349,BPI11/f3/60-80_80-100,70,all_in_one,simpleIndex,SGDClassifier,incremental,OK
350,BPI11/f3/0-40_80-100,70,all_in_one,complex,perceptron,traditional,OK
351,BPI11/f3/0-60_80-100,70,all_in_one,complex,perceptron,traditional,OK
352,BPI11/f3/0-80_80-100,70,all_in_one,complex,perceptron,traditional,OK
353,BPI11/f3/40-60_80-100,70,all_in_one,complex,perceptron,incremental,OK
354,BPI11/f3/60-80_80-100,70,all_in_one,complex,perceptron,incremental,OK
355,BPI11/f3/0-40_80-100,70,all_in_one,simpleIndex,perceptron,traditional,OK
356,BPI11/f3/0-60_80-100,70,all_in_one,simpleIndex,perceptron,traditional,OK
357,BPI11/f3/0-80_80-100,70,all_in_one,simpleIndex,perceptron,traditional,OK
358,BPI11/f3/40-60_80-100,70,all_in_one,simpleIndex,perceptron,incremental,OK
359,BPI11/f3/60-80_80-100,70,all_in_one,simpleIndex,perceptron,incremental,OK
360,BPI11/f4/0-40_80-100,10,all_in_one,complex,multinomialNB,traditional,OK
361,BPI11/f4/0-60_80-100,10,all_in_one,complex,multinomialNB,traditional,OK
362,BPI11/f4/0-80_80-100,10,all_in_one,complex,multinomialNB,traditional,OK
363,BPI11/f4/40-60_80-100,10,all_in_one,complex,multinomialNB,incremental,OK
364,BPI11/f4/60-80_80-100,10,all_in_one,complex,multinomialNB,incremental,NOK
365,BPI11/f4/0-40_80-100,10,all_in_one,simpleIndex,multinomialNB,traditional,OK
366,BPI11/f4/0-60_80-100,10,all_in_one,simpleIndex,multinomialNB,traditional,OK
367,BPI11/f4/0-80_80-100,10,all_in_one,simpleIndex,multinomialNB,traditional,OK
368,BPI11/f4/40-60_80-100,10,all_in_one,simpleIndex,multinomialNB,incremental,OK
369,BPI11/f4/60-80_80-100,10,all_in_one,simpleIndex,multinomialNB,incremental,OK
370,BPI11/f4/0-40_80-100,10,all_in_one,complex,SGDClassifier,traditional,NOK
371,BPI11/f4/0-60_80-100,10,all_in_one,complex,SGDClassifier,traditional,OK
372,BPI11/f4/0-80_80-100,10,all_in_one,complex,SGDClassifier,traditional,OK
373,BPI11/f4/40-60_80-100,10,all_in_one,complex,SGDClassifier,incremental,NOK
374,BPI11/f4/60-80_80-100,10,all_in_one,complex,SGDClassifier,incremental,NOK
375,BPI11/f4/0-40_80-100,10,all_in_one,simpleIndex,SGDClassifier,traditional,NOK
376,BPI11/f4/0-60_80-100,10,all_in_one,simpleIndex,SGDClassifier,traditional,OK
377,BPI11/f4/0-80_80-100,10,all_in_one,simpleIndex,SGDClassifier,traditional,OK
378,BPI11/f4/40-60_80-100,10,all_in_one,simpleIndex,SGDClassifier,incremental,NOK
379,BPI11/f4/60-80_80-100,10,all_in_one,simpleIndex,SGDClassifier,incremental,NOK
380,BPI11/f4/0-40_80-100,10,all_in_one,complex,perceptron,traditional,NOK
381,BPI11/f4/0-60_80-100,10,all_in_one,complex,perceptron,traditional,OK
382,BPI11/f4/0-80_80-100,10,all_in_one,complex,perceptron,traditional,OK
383,BPI11/f4/40-60_80-100,10,all_in_one,complex,perceptron,incremental,NOK
384,BPI11/f4/60-80_80-100,10,all_in_one,complex,perceptron,incremental,NOK
385,BPI11/f4/0-40_80-100,10,all_in_one,simpleIndex,perceptron,traditional,NOK
386,BPI11/f4/0-60_80-100,10,all_in_one,simpleIndex,perceptron,traditional,OK
387,BPI11/f4/0-80_80-100,10,all_in_one,simpleIndex,perceptron,traditional,OK
388,BPI11/f4/40-60_80-100,10,all_in_one,simpleIndex,perceptron,incremental,NOK
389,BPI11/f4/60-80_80-100,10,all_in_one,simpleIndex,perceptron,incremental,NOK
390,BPI11/f4/0-40_80-100,30,all_in_one,complex,multinomialNB,traditional,OK
391,BPI11/f4/0-60_80-100,30,all_in_one,complex,multinomialNB,traditional,OK
392,BPI11/f4/0-80_80-100,30,all_in_one,complex,multinomialNB,traditional,OK
393,BPI11/f4/40-60_80-100,30,all_in_one,complex,multinomialNB,incremental,OK
394,BPI11/f4/60-80_80-100,30,all_in_one,complex,multinomialNB,incremental,OK
395,BPI11/f4/0-40_80-100,30,all_in_one,simpleIndex,multinomialNB,traditional,OK
396,BPI11/f4/0-60_80-100,30,all_in_one,simpleIndex,multinomialNB,traditional,OK
397,BPI11/f4/0-80_80-100,30,all_in_one,simpleIndex,multinomialNB,traditional,OK
398,BPI11/f4/40-60_80-100,30,all_in_one,simpleIndex,multinomialNB,incremental,OK
399,BPI11/f4/60-80_80-100,30,all_in_one,simpleIndex,multinomialNB,incremental,OK
400,BPI11/f4/0-40_80-100,30,all_in_one,complex,SGDClassifier,traditional,NOK
401,BPI11/f4/0-60_80-100,30,all_in_one,complex,SGDClassifier,traditional,OK
402,BPI11/f4/0-80_80-100,30,all_in_one,complex,SGDClassifier,traditional,OK
403,BPI11/f4/40-60_80-100,30,all_in_one,complex,SGDClassifier,incremental,NOK
404,BPI11/f4/60-80_80-100,30,all_in_one,complex,SGDClassifier,incremental,NOK
405,BPI11/f4/0-40_80-100,30,all_in_one,simpleIndex,SGDClassifier,traditional,NOK
406,BPI11/f4/0-60_80-100,30,all_in_one,simpleIndex,SGDClassifier,traditional,OK
407,BPI11/f4/0-80_80-100,30,all_in_one,simpleIndex,SGDClassifier,traditional,OK
408,BPI11/f4/40-60_80-100,30,all_in_one,simpleIndex,SGDClassifier,incremental,NOK
409,BPI11/f4/60-80_80-100,30,all_in_one,simpleIndex,SGDClassifier,incremental,NOK
410,BPI11/f4/0-40_80-100,30,all_in_one,complex,perceptron,traditional,NOK
411,BPI11/f4/0-60_80-100,30,all_in_one,complex,perceptron,traditional,OK
412,BPI11/f4/0-80_80-100,30,all_in_one,complex,perceptron,traditional,OK
413,BPI11/f4/40-60_80-100,30,all_in_one,complex,perceptron,incremental,NOK
414,BPI11/f4/60-80_80-100,30,all_in_one,complex,perceptron,incremental,NOK
415,BPI11/f4/0-40_80-100,30,all_in_one,simpleIndex,perceptron,traditional,NOK
416,BPI11/f4/0-60_80-100,30,all_in_one,simpleIndex,perceptron,traditional,OK
417,BPI11/f4/0-80_80-100,30,all_in_one,simpleIndex,perceptron,traditional,OK
418,BPI11/f4/40-60_80-100,30,all_in_one,simpleIndex,perceptron,incremental,NOK
419,BPI11/f4/60-80_80-100,30,all_in_one,simpleIndex,perceptron,incremental,NOK
420,BPI11/f4/0-40_80-100,50,all_in_one,complex,multinomialNB,traditional,OK
421,BPI11/f4/0-60_80-100,50,all_in_one,complex,multinomialNB,traditional,OK
422,BPI11/f4/0-80_80-100,50,all_in_one,complex,multinomialNB,traditional,OK
423,BPI11/f4/40-60_80-100,50,all_in_one,complex,multinomialNB,incremental,OK
424,BPI11/f4/60-80_80-100,50,all_in_one,complex,multinomialNB,incremental,OK
425,BPI11/f4/0-40_80-100,50,all_in_one,simpleIndex,multinomialNB,traditional,OK
426,BPI11/f4/0-60_80-100,50,all_in_one,simpleIndex,multinomialNB,traditional,OK
427,BPI11/f4/0-80_80-100,50,all_in_one,simpleIndex,multinomialNB,traditional,OK
428,BPI11/f4/40-60_80-100,50,all_in_one,simpleIndex,multinomialNB,incremental,OK
429,BPI11/f4/60-80_80-100,50,all_in_one,simpleIndex,multinomialNB,incremental,OK
430,BPI11/f4/0-40_80-100,50,all_in_one,complex,SGDClassifier,traditional,NOK
431,BPI11/f4/0-60_80-100,50,all_in_one,complex,SGDClassifier,traditional,OK
432,BPI11/f4/0-80_80-100,50,all_in_one,complex,SGDClassifier,traditional,OK
433,BPI11/f4/40-60_80-100,50,all_in_one,complex,SGDClassifier,incremental,NOK
434,BPI11/f4/60-80_80-100,50,all_in_one,complex,SGDClassifier,incremental,NOK
435,BPI11/f4/0-40_80-100,50,all_in_one,simpleIndex,SGDClassifier,traditional,NOK
436,BPI11/f4/0-60_80-100,50,all_in_one,simpleIndex,SGDClassifier,traditional,OK
437,BPI11/f4/0-80_80-100,50,all_in_one,simpleIndex,SGDClassifier,traditional,OK
438,BPI11/f4/40-60_80-100,50,all_in_one,simpleIndex,SGDClassifier,incremental,NOK
439,BPI11/f4/60-80_80-100,50,all_in_one,simpleIndex,SGDClassifier,incremental,NOK
440,BPI11/f4/0-40_80-100,50,all_in_one,complex,perceptron,traditional,NOK
441,BPI11/f4/0-60_80-100,50,all_in_one,complex,perceptron,traditional,OK
442,BPI11/f4/0-80_80-100,50,all_in_one,complex,perceptron,traditional,OK
443,BPI11/f4/40-60_80-100,50,all_in_one,complex,perceptron,incremental,NOK
444,BPI11/f4/60-80_80-100,50,all_in_one,complex,perceptron,incremental,NOK
445,BPI11/f4/0-40_80-100,50,all_in_one,simpleIndex,perceptron,traditional,NOK
446,BPI11/f4/0-60_80-100,50,all_in_one,simpleIndex,perceptron,traditional,OK
447,BPI11/f4/0-80_80-100,50,all_in_one,simpleIndex,perceptron,traditional,OK
448,BPI11/f4/40-60_80-100,50,all_in_one,simpleIndex,perceptron,incremental,NOK
449,BPI11/f4/60-80_80-100,50,all_in_one,simpleIndex,perceptron,incremental,NOK
450,BPI11/f4/0-40_80-100,70,all_in_one,complex,multinomialNB,traditional,OK
451,BPI11/f4/0-60_80-100,70,all_in_one,complex,multinomialNB,traditional,OK
452,BPI11/f4/0-80_80-100,70,all_in_one,complex,multinomialNB,traditional,OK
453,BPI11/f4/40-60_80-100,70,all_in_one,complex,multinomialNB,incremental,OK
454,BPI11/f4/60-80_80-100,70,all_in_one,complex,multinomialNB,incremental,OK
455,BPI11/f4/0-40_80-100,70,all_in_one,simpleIndex,multinomialNB,traditional,OK
456,BPI11/f4/0-60_80-100,70,all_in_one,simpleIndex,multinomialNB,traditional,OK
457,BPI11/f4/0-80_80-100,70,all_in_one,simpleIndex,multinomialNB,traditional,OK
458,BPI11/f4/40-60_80-100,70,all_in_one,simpleIndex,multinomialNB,incremental,OK
459,BPI11/f4/60-80_80-100,70,all_in_one,simpleIndex,multinomialNB,incremental,OK
460,BPI11/f4/0-40_80-100,70,all_in_one,complex,SGDClassifier,traditional,NOK
461,BPI11/f4/0-60_80-100,70,all_in_one,complex,SGDClassifier,traditional,OK
462,BPI11/f4/0-80_80-100,70,all_in_one,complex,SGDClassifier,traditional,OK
463,BPI11/f4/40-60_80-100,70,all_in_one,complex,SGDClassifier,incremental,NOK
464,BPI11/f4/60-80_80-100,70,all_in_one,complex,SGDClassifier,incremental,NOK
465,BPI11/f4/0-40_80-100,70,all_in_one,simpleIndex,SGDClassifier,traditional,NOK
466,BPI11/f4/0-60_80-100,70,all_in_one,simpleIndex,SGDClassifier,traditional,OK
467,BPI11/f4/0-80_80-100,70,all_in_one,simpleIndex,SGDClassifier,traditional,OK
468,BPI11/f4/40-60_80-100,70,all_in_one,simpleIndex,SGDClassifier,incremental,NOK
469,BPI11/f4/60-80_80-100,70,all_in_one,simpleIndex,SGDClassifier,incremental,NOK
470,BPI11/f4/0-40_80-100,70,all_in_one,complex,perceptron,traditional,NOK
471,BPI11/f4/0-60_80-100,70,all_in_one,complex,perceptron,traditional,OK
472,BPI11/f4/0-80_80-100,70,all_in_one,complex,perceptron,traditional,OK
473,BPI11/f4/40-60_80-100,70,all_in_one,complex,perceptron,incremental,NOK
474,BPI11/f4/60-80_80-100,70,all_in_one,complex,perceptron,incremental,NOK
475,BPI11/f4/0-40_80-100,70,all_in_one,simpleIndex,perceptron,traditional,NOK
476,BPI11/f4/0-60_80-100,70,all_in_one,simpleIndex,perceptron,traditional,OK
477,BPI11/f4/0-80_80-100,70,all_in_one,simpleIndex,perceptron,traditional,OK
478,BPI11/f4/40-60_80-100,70,all_in_one,simpleIndex,perceptron,incremental,NOK
479,BPI11/f4/60-80_80-100,70,all_in_one,simpleIndex,perceptron,incremental,NOK
480,BPI15/f1/0-40_80-100,10,all_in_one,complex,multinomialNB,traditional,OK
481,BPI15/f1/0-60_80-100,10,all_in_one,complex,multinomialNB,traditional,OK
482,BPI15/f1/0-80_80-100,10,all_in_one,complex,multinomialNB,traditional,OK
483,BPI15/f1/40-60_80-100,10,all_in_one,complex,multinomialNB,incremental,OK
484,BPI15/f1/60-80_80-100,10,all_in_one,complex,multinomialNB,incremental,OK
485,BPI15/f1/0-40_80-100,10,all_in_one,simpleIndex,multinomialNB,traditional,OK
486,BPI15/f1/0-60_80-100,10,all_in_one,simpleIndex,multinomialNB,traditional,OK
487,BPI15/f1/0-80_80-100,10,all_in_one,simpleIndex,multinomialNB,traditional,OK
488,BPI15/f1/40-60_80-100,10,all_in_one,simpleIndex,multinomialNB,incremental,OK
489,BPI15/f1/60-80_80-100,10,all_in_one,simpleIndex,multinomialNB,incremental,OK
490,BPI15/f1/0-40_80-100,10,all_in_one,complex,SGDClassifier,traditional,OK
491,BPI15/f1/0-60_80-100,10,all_in_one,complex,SGDClassifier,traditional,OK
492,BPI15/f1/0-80_80-100,10,all_in_one,complex,SGDClassifier,traditional,OK
493,BPI15/f1/40-60_80-100,10,all_in_one,complex,SGDClassifier,incremental,OK
494,BPI15/f1/60-80_80-100,10,all_in_one,complex,SGDClassifier,incremental,OK
495,BPI15/f1/0-40_80-100,10,all_in_one,simpleIndex,SGDClassifier,traditional,OK
496,BPI15/f1/0-60_80-100,10,all_in_one,simpleIndex,SGDClassifier,traditional,OK
497,BPI15/f1/0-80_80-100,10,all_in_one,simpleIndex,SGDClassifier,traditional,OK
498,BPI15/f1/40-60_80-100,10,all_in_one,simpleIndex,SGDClassifier,incremental,OK
499,BPI15/f1/60-80_80-100,10,all_in_one,simpleIndex,SGDClassifier,incremental,OK
500,BPI15/f1/0-40_80-100,10,all_in_one,complex,perceptron,traditional,OK
501,BPI15/f1/0-60_80-100,10,all_in_one,complex,perceptron,traditional,OK
502,BPI15/f1/0-80_80-100,10,all_in_one,complex,perceptron,traditional,OK
503,BPI15/f1/40-60_80-100,10,all_in_one,complex,perceptron,incremental,OK
504,BPI15/f1/60-80_80-100,10,all_in_one,complex,perceptron,incremental,OK
505,BPI15/f1/0-40_80-100,10,all_in_one,simpleIndex,perceptron,traditional,OK
506,BPI15/f1/0-60_80-100,10,all_in_one,simpleIndex,perceptron,traditional,OK
507,BPI15/f1/0-80_80-100,10,all_in_one,simpleIndex,perceptron,traditional,OK
508,BPI15/f1/40-60_80-100,10,all_in_one,simpleIndex,perceptron,incremental,OK
509,BPI15/f1/60-80_80-100,10,all_in_one,simpleIndex,perceptron,incremental,OK
510,BPI15/f1/0-40_80-100,30,all_in_one,complex,multinomialNB,traditional,OK
511,BPI15/f1/0-60_80-100,30,all_in_one,complex,multinomialNB,traditional,OK
512,BPI15/f1/0-80_80-100,30,all_in_one,complex,multinomialNB,traditional,OK
513,BPI15/f1/40-60_80-100,30,all_in_one,complex,multinomialNB,incremental,OK
514,BPI15/f1/60-80_80-100,30,all_in_one,complex,multinomialNB,incremental,OK
515,BPI15/f1/0-40_80-100,30,all_in_one,simpleIndex,multinomialNB,traditional,OK
516,BPI15/f1/0-60_80-100,30,all_in_one,simpleIndex,multinomialNB,traditional,OK
517,BPI15/f1/0-80_80-100,30,all_in_one,simpleIndex,multinomialNB,traditional,OK
518,BPI15/f1/40-60_80-100,30,all_in_one,simpleIndex,multinomialNB,incremental,OK
519,BPI15/f1/60-80_80-100,30,all_in_one,simpleIndex,multinomialNB,incremental,OK
520,BPI15/f1/0-40_80-100,30,all_in_one,complex,SGDClassifier,traditional,OK
521,BPI15/f1/0-60_80-100,30,all_in_one,complex,SGDClassifier,traditional,OK
522,BPI15/f1/0-80_80-100,30,all_in_one,complex,SGDClassifier,traditional,OK
523,BPI15/f1/40-60_80-100,30,all_in_one,complex,SGDClassifier,incremental,OK
524,BPI15/f1/60-80_80-100,30,all_in_one,complex,SGDClassifier,incremental,OK
525,BPI15/f1/0-40_80-100,30,all_in_one,simpleIndex,SGDClassifier,traditional,OK
526,BPI15/f1/0-60_80-100,30,all_in_one,simpleIndex,SGDClassifier,traditional,OK
527,BPI15/f1/0-80_80-100,30,all_in_one,simpleIndex,SGDClassifier,traditional,OK
528,BPI15/f1/40-60_80-100,30,all_in_one,simpleIndex,SGDClassifier,incremental,OK
529,BPI15/f1/60-80_80-100,30,all_in_one,simpleIndex,SGDClassifier,incremental,OK
530,BPI15/f1/0-40_80-100,30,all_in_one,complex,perceptron,traditional,OK
531,BPI15/f1/0-60_80-100,30,all_in_one,complex,perceptron,traditional,OK
532,BPI15/f1/0-80_80-100,30,all_in_one,complex,perceptron,traditional,OK
533,BPI15/f1/40-60_80-100,30,all_in_one,complex,perceptron,incremental,OK
534,BPI15/f1/60-80_80-100,30,all_in_one,complex,perceptron,incremental,OK
535,BPI15/f1/0-40_80-100,30,all_in_one,simpleIndex,perceptron,traditional,OK
536,BPI15/f1/0-60_80-100,30,all_in_one,simpleIndex,perceptron,traditional,OK
537,BPI15/f1/0-80_80-100,30,all_in_one,simpleIndex,perceptron,traditional,OK
538,BPI15/f1/40-60_80-100,30,all_in_one,simpleIndex,perceptron,incremental,OK
539,BPI15/f1/60-80_80-100,30,all_in_one,simpleIndex,perceptron,incremental,OK
540,BPI15/f1/0-40_80-100,50,all_in_one,complex,multinomialNB,traditional,OK
541,BPI15/f1/0-60_80-100,50,all_in_one,complex,multinomialNB,traditional,OK
542,BPI15/f1/0-80_80-100,50,all_in_one,complex,multinomialNB,traditional,OK
543,BPI15/f1/40-60_80-100,50,all_in_one,complex,multinomialNB,incremental,OK
544,BPI15/f1/60-80_80-100,50,all_in_one,complex,multinomialNB,incremental,OK
545,BPI15/f1/0-40_80-100,50,all_in_one,simpleIndex,multinomialNB,traditional,OK
546,BPI15/f1/0-60_80-100,50,all_in_one,simpleIndex,multinomialNB,traditional,OK
547,BPI15/f1/0-80_80-100,50,all_in_one,simpleIndex,multinomialNB,traditional,OK
548,BPI15/f1/40-60_80-100,50,all_in_one,simpleIndex,multinomialNB,incremental,OK
549,BPI15/f1/60-80_80-100,50,all_in_one,simpleIndex,multinomialNB,incremental,OK
550,BPI15/f1/0-40_80-100,50,all_in_one,complex,SGDClassifier,traditional,OK
551,BPI15/f1/0-60_80-100,50,all_in_one,complex,SGDClassifier,traditional,OK
552,BPI15/f1/0-80_80-100,50,all_in_one,complex,SGDClassifier,traditional,OK
553,BPI15/f1/40-60_80-100,50,all_in_one,complex,SGDClassifier,incremental,OK
554,BPI15/f1/60-80_80-100,50,all_in_one,complex,SGDClassifier,incremental,OK
555,BPI15/f1/0-40_80-100,50,all_in_one,simpleIndex,SGDClassifier,traditional,OK
556,BPI15/f1/0-60_80-100,50,all_in_one,simpleIndex,SGDClassifier,traditional,OK
557,BPI15/f1/0-80_80-100,50,all_in_one,simpleIndex,SGDClassifier,traditional,OK
558,BPI15/f1/40-60_80-100,50,all_in_one,simpleIndex,SGDClassifier,incremental,OK
559,BPI15/f1/60-80_80-100,50,all_in_one,simpleIndex,SGDClassifier,incremental,OK
560,BPI15/f1/0-40_80-100,50,all_in_one,complex,perceptron,traditional,OK
561,BPI15/f1/0-60_80-100,50,all_in_one,complex,perceptron,traditional,OK
562,BPI15/f1/0-80_80-100,50,all_in_one,complex,perceptron,traditional,OK
563,BPI15/f1/40-60_80-100,50,all_in_one,complex,perceptron,incremental,OK
564,BPI15/f1/60-80_80-100,50,all_in_one,complex,perceptron,incremental,OK
565,BPI15/f1/0-40_80-100,50,all_in_one,simpleIndex,perceptron,traditional,OK
566,BPI15/f1/0-60_80-100,50,all_in_one,simpleIndex,perceptron,traditional,OK
567,BPI15/f1/0-80_80-100,50,all_in_one,simpleIndex,perceptron,traditional,OK
568,BPI15/f1/40-60_80-100,50,all_in_one,simpleIndex,perceptron,incremental,OK
569,BPI15/f1/60-80_80-100,50,all_in_one,simpleIndex,perceptron,incremental,OK
570,BPI15/f1/0-40_80-100,70,all_in_one,complex,multinomialNB,traditional,OK
571,BPI15/f1/0-60_80-100,70,all_in_one,complex,multinomialNB,traditional,OK
572,BPI15/f1/0-80_80-100,70,all_in_one,complex,multinomialNB,traditional,OK
573,BPI15/f1/40-60_80-100,70,all_in_one,complex,multinomialNB,incremental,OK
574,BPI15/f1/60-80_80-100,70,all_in_one,complex,multinomialNB,incremental,OK
575,BPI15/f1/0-40_80-100,70,all_in_one,simpleIndex,multinomialNB,traditional,OK
576,BPI15/f1/0-60_80-100,70,all_in_one,simpleIndex,multinomialNB,traditional,OK
577,BPI15/f1/0-80_80-100,70,all_in_one,simpleIndex,multinomialNB,traditional,OK
578,BPI15/f1/40-60_80-100,70,all_in_one,simpleIndex,multinomialNB,incremental,OK
579,BPI15/f1/60-80_80-100,70,all_in_one,simpleIndex,multinomialNB,incremental,OK
580,BPI15/f1/0-40_80-100,70,all_in_one,complex,SGDClassifier,traditional,OK
581,BPI15/f1/0-60_80-100,70,all_in_one,complex,SGDClassifier,traditional,OK
582,BPI15/f1/0-80_80-100,70,all_in_one,complex,SGDClassifier,traditional,OK
583,BPI15/f1/40-60_80-100,70,all_in_one,complex,SGDClassifier,incremental,OK
584,BPI15/f1/60-80_80-100,70,all_in_one,complex,SGDClassifier,incremental,OK
585,BPI15/f1/0-40_80-100,70,all_in_one,simpleIndex,SGDClassifier,traditional,OK
586,BPI15/f1/0-60_80-100,70,all_in_one,simpleIndex,SGDClassifier,traditional,OK
587,BPI15/f1/0-80_80-100,70,all_in_one,simpleIndex,SGDClassifier,traditional,OK
588,BPI15/f1/40-60_80-100,70,all_in_one,simpleIndex,SGDClassifier,incremental,OK
589,BPI15/f1/60-80_80-100,70,all_in_one,simpleIndex,SGDClassifier,incremental,OK
590,BPI15/f1/0-40_80-100,70,all_in_one,complex,perceptron,traditional,OK
591,BPI15/f1/0-60_80-100,70,all_in_one,complex,perceptron,traditional,OK
592,BPI15/f1/0-80_80-100,70,all_in_one,complex,perceptron,traditional,OK
593,BPI15/f1/40-60_80-100,70,all_in_one,complex,perceptron,incremental,OK
594,BPI15/f1/60-80_80-100,70,all_in_one,complex,perceptron,incremental,OK
595,BPI15/f1/0-40_80-100,70,all_in_one,simpleIndex,perceptron,traditional,OK
596,BPI15/f1/0-60_80-100,70,all_in_one,simpleIndex,perceptron,traditional,OK
597,BPI15/f1/0-80_80-100,70,all_in_one,simpleIndex,perceptron,traditional,OK
598,BPI15/f1/40-60_80-100,70,all_in_one,simpleIndex,perceptron,incremental,OK
599,BPI15/f1/60-80_80-100,70,all_in_one,simpleIndex,perceptron,incremental,OK
600,BPI15/f2/0-40_80-100,10,all_in_one,complex,multinomialNB,traditional,OK
601,BPI15/f2/0-60_80-100,10,all_in_one,complex,multinomialNB,traditional,OK
602,BPI15/f2/0-80_80-100,10,all_in_one,complex,multinomialNB,traditional,OK
603,BPI15/f2/40-60_80-100,10,all_in_one,complex,multinomialNB,incremental,OK
604,BPI15/f2/60-80_80-100,10,all_in_one,complex,multinomialNB,incremental,OK
605,BPI15/f2/0-40_80-100,10,all_in_one,simpleIndex,multinomialNB,traditional,OK
606,BPI15/f2/0-60_80-100,10,all_in_one,simpleIndex,multinomialNB,traditional,OK
607,BPI15/f2/0-80_80-100,10,all_in_one,simpleIndex,multinomialNB,traditional,OK
608,BPI15/f2/40-60_80-100,10,all_in_one,simpleIndex,multinomialNB,incremental,OK
609,BPI15/f2/60-80_80-100,10,all_in_one,simpleIndex,multinomialNB,incremental,OK
610,BPI15/f2/0-40_80-100,10,all_in_one,complex,SGDClassifier,traditional,OK
611,BPI15/f2/0-60_80-100,10,all_in_one,complex,SGDClassifier,traditional,OK
612,BPI15/f2/0-80_80-100,10,all_in_one,complex,SGDClassifier,traditional,OK
613,BPI15/f2/40-60_80-100,10,all_in_one,complex,SGDClassifier,incremental,OK
614,BPI15/f2/60-80_80-100,10,all_in_one,complex,SGDClassifier,incremental,OK
615,BPI15/f2/0-40_80-100,10,all_in_one,simpleIndex,SGDClassifier,traditional,OK
616,BPI15/f2/0-60_80-100,10,all_in_one,simpleIndex,SGDClassifier,traditional,OK
617,BPI15/f2/0-80_80-100,10,all_in_one,simpleIndex,SGDClassifier,traditional,OK
618,BPI15/f2/40-60_80-100,10,all_in_one,simpleIndex,SGDClassifier,incremental,OK
619,BPI15/f2/60-80_80-100,10,all_in_one,simpleIndex,SGDClassifier,incremental,OK
620,BPI15/f2/0-40_80-100,10,all_in_one,complex,perceptron,traditional,OK
